TodayDate,Stonk,NextExpDate,OpenPrice,LowPrice,ClosePrice,HighPrice,Volume,VolumeIncrease%,Call-MaxOpenInterest,Call-StrikePrice,Put-MaxOpenInterest,Put-StrikePrice,UpFromYesterday,UpToday,CloseSplitsStrikes
08/11/22,LOW,08-12-2022,200.1,200.07,202.18,204.289,3337506,15.15%,521,190.0,2090,155.0,0.37%,1.04%,False
08/11/22,LSPD,08-19-2022,24.77,23.49,23.6,25.34,1165833,-11.69%,2155,25.0,558,12.5,-2.24%,-4.72%,True
08/11/22,LULU,08-12-2022,325.84,314.56,316.98,329.1,915867,18.61%,333,340.0,218,225.0,-0.71%,-2.72%,True
08/11/22,MDLZ,08-12-2022,64.81,64.13,64.29,65.1,3636419,-11.21%,1708,65.0,365,63.0,-0.28%,-0.80%,True
08/11/22,MELI,08-12-2022,1076.88,1021.03,1032.47,1090.6036,486647,-37.39%,374,1600.0,219,865.0,-2.98%,-4.12%,False
08/11/22,MP,08-19-2022,39.06,37.68,37.81,39.69,2328938,0.36%,4507,35.0,4552,30.0,-1.84%,-3.20%,False
08/11/22,MRK,08-12-2022,87.81,87.36,88.93,89.8165,7396827,-4.98%,798,90.0,1637,89.0,-0.29%,1.28%,False
08/11/22,MRNA,08-12-2022,174.435,171.06,171.81,179.85,3340457,-39.68%,3229,200.0,819,170.0,-1.41%,-1.50%,True
08/11/22,MRO,08-12-2022,22.92,22.75,23.91,24.01,18516726,38.08%,2193,26.0,1424,17.5,7.03%,4.32%,True
08/11/22,MRVL,08-12-2022,55.8,53.58,53.71,56.64,8965041,-12.89%,2325,63.0,1020,49.0,-2.33%,-3.75%,True
08/11/22,MSFT,08-12-2022,290.85,286.51,287.02,291.21,20065938,12.15%,7288,285.0,5254,280.0,-0.74%,-1.32%,False
08/11/22,MU,08-12-2022,62,62,62.32,64.1009,18298541,27.24%,3765,70.0,3822,61.0,1.50%,0.52%,True
08/11/22,NFLX,08-12-2022,244.68,241.51,242.7,251.62,8780062,35.03%,5057,250.0,3183,200.0,-0.58%,-0.81%,True
08/11/22,NTES,08-12-2022,91.45,90.83,91.52,93.27,946218,-20.75%,192,85.0,812,80.0,1.89%,0.08%,False
08/11/22,NVDA,08-12-2022,181.31,178.76,179.42,187.07,50932655,2.94%,19359,200.0,12499,160.0,-0.86%,-1.04%,True
08/11/22,OKTA,08-12-2022,107.13,101.885,102.49,109.345,1688528,-0.76%,657,140.0,235,91.0,-3.03%,-4.33%,False
08/11/22,ORLY,08-19-2022,722.78,714.34,719.41,725,408541,1.08%,439,790.0,801,630.0,-0.06%,-0.47%,True
08/11/22,OXY,08-12-2022,64.2,64.16,65.69,66.16,21762333,4.23%,4590,68.0,11620,50.0,4.50%,2.32%,True
08/11/22,PDD,08-12-2022,48.44,48.44,49.62,52.29,8983446,39.38%,2698,48.0,2373,48.0,4.99%,2.44%,False
08/11/22,PTON,08-12-2022,12.24,11.73,11.91,13.565,16592958,61.70%,4321,13.0,5535,10.5,-0.08%,-2.70%,True
08/11/22,PYPL,08-12-2022,101.12,98.55,99.11,101.95,16441158,-14.87%,3751,100.0,4269,90.0,0.20%,-1.99%,False
08/11/22,QCOM,08-12-2022,148.31,147.02,147.83,151.64,6243214,16.97%,4775,150.0,1822,130.0,0.57%,-0.32%,True
08/11/22,RBLX,08-12-2022,49,48.6,49.56,53.88,51720002,111.74%,6729,60.0,7025,40.0,3.23%,1.14%,True
08/11/22,REGN,08-19-2022,638.63,622.3688,623.9,643.98,468887,-23.42%,660,760.0,1131,340.0,-2.74%,-2.31%,True
08/11/22,ROST,08-12-2022,87.22,87.14,88.15,89.66,2517551,53.39%,104,85.0,890,65.0,2.29%,1.07%,False
08/11/22,RRC,08-12-2022,33.49,33.3,33.99,34.59,6364262,122.86%,314,34.0,931,14.0,3.94%,1.49%,True
08/11/22,SE,08-12-2022,89.45,87.96,88.58,93.7,6766315,60.55%,2127,82.0,3958,76.0,1.49%,-0.97%,False
08/11/22,SGEN,08-19-2022,175.48,172.43,174.04,178.15,649062,1.74%,2422,200.0,4094,150.0,-0.92%,-0.82%,True
08/11/22,SHOP,08-12-2022,42.82,39.66,40.42,45.43,55567198,91.81%,5700,45.0,3231,40.0,-0.47%,-5.60%,True
08/11/22,SIRI,08-12-2022,6.73,6.7,6.73,6.85,10784105,-14.10%,164,7.0,546,6.0,-0.15%,0.00%,True
08/11/22,SMH,08-12-2022,240.35,238.12,238.63,244.99,4394452,25.67%,1374,245.0,6866,220.0,-0.02%,-0.72%,True
08/11/22,SNAP,08-12-2022,10.84,10.82,11.11,11.8,67195966,67.15%,14043,11.0,16700,8.5,5.11%,2.49%,True
08/11/22,SNPS,08-19-2022,380.08,373.6,377.01,380.89,910202,19.83%,995,360.0,380,330.0,0.35%,-0.81%,False
08/11/22,SPLK,08-12-2022,116.06,110.53,111.38,116.13,1583954,88.63%,1181,150.0,236,60.0,-3.15%,-4.03%,False
08/11/22,SQ,08-12-2022,90.87,85.36,85.99,92.1,15075909,-18.03%,3013,100.0,2612,48.0,-3.21%,-5.37%,False
08/11/22,SWKS,08-12-2022,111.81,110.06,110.25,113.64,1203914,-46.16%,246,115.0,433,105.0,-0.68%,-1.40%,True
08/11/22,TDG,08-19-2022,673.73,657.23,661.5,675.71,296688,43.57%,208,630.0,1322,600.0,-0.68%,-1.82%,False
08/11/22,TEAM,08-12-2022,291.53,273.96,275.8,292.24,2440985,-18.73%,438,270.0,511,285.0,-3.63%,-5.40%,True
08/11/22,TGT,08-12-2022,171.07,168.88,169.6,172.9999,4278832,54.57%,2881,175.0,1861,165.0,-0.04%,-0.86%,True
08/11/22,TJX,08-12-2022,63.92,63.77,64.41,65.28,4339976,19.84%,450,65.0,190,59.0,2.19%,0.77%,True
08/11/22,TSLA,08-12-2022,889.54,857.5,859.89,894.71,23385015,-10.06%,16179,1000.0,12599,800.0,-2.62%,-3.33%,False
08/11/22,TSM,08-12-2022,89.96,89.31,89.52,91,11158789,-6.39%,2951,90.0,3586,75.0,0.96%,-0.49%,True
08/11/22,TSN,08-19-2022,79.78,79.65,80.69,81.765,2149394,-23.91%,2297,82.5,6802,80.0,1.68%,1.14%,True
08/11/22,TWTR,08-12-2022,44.37,43.635,43.94,44.63,7254851,-18.76%,12412,45.0,8922,39.0,-1.10%,-0.97%,True
08/11/22,U,08-12-2022,55.5,52.8,54.25,58.4,10704739,-13.69%,5830,50.0,3954,42.0,-2.38%,-2.25%,False
08/11/22,URI,08-12-2022,330.93,329.505,332.22,334.16,560729,22.54%,814,420.0,552,185.0,1.30%,0.39%,True
08/11/22,VRTX,08-12-2022,295.39,289.78,292.16,297.7567,1160167,-23.58%,318,305.0,264,295.0,-1.22%,-1.09%,False
08/11/22,WDAY,08-12-2022,172.3,165.1302,166.08,172.72,2465971,27.56%,337,215.0,614,85.0,-3.06%,-3.61%,False
08/11/22,WMT,08-12-2022,129.7,128.6,129.82,130.37,7951494,-7.17%,7527,130.0,2745,120.0,0.53%,0.09%,True
08/11/22,WSM,08-19-2022,158.84,153.58,155.74,161.43,1296477,58.46%,1020,150.0,1283,80.0,0.80%,-1.95%,True
08/11/22,XBI,08-12-2022,93.79,90.14,90.78,95.175,12314822,-7.30%,2466,95.0,7472,87.0,-3.17%,-3.21%,True
08/11/22,XEL,08-19-2022,75.27,74.5,74.61,75.83,1930833,-10.01%,1101,70.0,451,70.0,-0.67%,-0.88%,False
08/11/22,XME,08-12-2022,51.64,51.395,51.45,52.7,3557462,38.64%,212,52.0,4008,46.0,0.82%,-0.37%,True
08/11/22,XOM,08-12-2022,91.84,91.4391,93.19,94.3,18797867,5.55%,3837,93.0,2469,90.0,1.90%,1.47%,False
08/11/22,XOM,08-12-2022,91.84,91.4391,93.19,94.3,18797867,5.55%,3837,93.0,2469,90.0,1.90%,1.47%,False
08/11/22,ZM,08-12-2022,114,107.24,108.06,114.99,4067818,43.41%,868,120.0,894,110.0,-3.53%,-5.21%,False
08/11/22,AA,08-12-2022,54.27,53.12,53.27,55.63,4924474,20.59%,833,50.0,1596,45.0,0.60%,-1.84%,False
08/11/22,AAP,08-19-2022,196.79,196.06,197.42,197.97,374749,-7.70%,185,210.0,563,100.0,1.40%,0.32%,True
08/11/22,AAPL,08-12-2022,170.06,168.19,168.49,170.99,57149159,3.01%,41220,172.5,34095,165.0,-0.44%,-0.92%,True
08/11/22,ACM,08-19-2022,74.93,74.73,74.95,75.69,532941,-29.66%,1045,72.5,535,70.0,0.31%,0.03%,False
08/11/22,ADBE,08-12-2022,445.26,434.4,434.89,445.61,1756701,-14.87%,490,460.0,996,370.0,-0.80%,-2.33%,True
08/11/22,ADI,08-12-2022,176.16,174.23,174.55,178.28,2710043,12.27%,342,235.0,227,170.0,-0.30%,-0.91%,True
08/11/22,ADP,08-12-2022,252.65,249.98,250.23,253.33,1577425,49.51%,151,250.0,252,222.5,-0.89%,-0.96%,False
08/11/22,ADSK,08-12-2022,228.34,226.33,227.26,232.28,1042773,0.27%,349,265.0,610,145.0,0.42%,-0.47%,True
08/11/22,ALGN,08-12-2022,291.9,286.23,287.38,297.92,391942,-35.14%,121,300.0,76,250.0,-0.15%,-1.55%,True
08/11/22,AMAT,08-12-2022,105.79,104.99,105.53,108.91,5555622,-5.49%,643,115.0,929,95.0,0.46%,-0.25%,False
08/11/22,AMD,08-12-2022,99.93,98,98.12,102.37,77516860,-11.98%,14023,105.0,8704,95.0,-0.94%,-1.81%,False
08/11/22,AMGN,08-12-2022,252.04,247.99,248.35,253.36,2686875,26.14%,1838,270.0,2233,232.5,-1.48%,-1.46%,True
08/11/22,AMZN,08-12-2022,143.86,139.76,140.64,144.49,44867336,-7.79%,19914,145.0,10250,130.0,-1.44%,-2.24%,True
08/11/22,APPS,08-12-2022,23.73,22.6391,22.91,24.32,2810769,-4.49%,1738,25.0,13507,14.5,-1.80%,-3.46%,True
08/11/22,ARKK,08-12-2022,52.24,49.69,49.92,53.86,35137308,67.87%,5546,52.0,6008,50.5,-3.20%,-4.44%,False
08/11/22,ASML,08-12-2022,565.74,561.12,562.41,574.355,833321,12.42%,1720,810.0,175,475.0,-0.64%,-0.59%,True
08/11/22,AVGO,08-12-2022,553.95,544.25,545.43,557.765,1427035,-3.20%,668,740.0,236,527.5,-0.90%,-1.54%,True
08/11/22,AXON,08-19-2022,126.49,123.31,124.1,127.4,348486,10.31%,595,105.0,712,45.0,-1.56%,-1.89%,True
08/11/22,BA,08-12-2022,170.5,167.05,167.88,171.7599,4996809,-14.72%,6227,175.0,2522,155.0,-0.67%,-1.54%,True
08/11/22,BABA,08-12-2022,94.49,93.63,94.87,97.71,17521225,-15.09%,12732,100.0,4500,80.0,2.64%,0.40%,False
08/11/22,BIDU,08-12-2022,140,138.25,139.38,143.77,1374638,1.08%,1001,150.0,2935,140.0,1.19%,-0.44%,False
08/11/22,BIIB,08-12-2022,221.22,216.9201,218.22,222.82,653058,-10.19%,350,222.5,206,202.5,-1.28%,-1.36%,True
08/11/22,BILI,08-12-2022,25.17,24.87,25.21,26.46,4019026,48.81%,1126,24.5,801,23.0,3.87%,0.16%,False
08/11/22,BKNG,08-12-2022,2061.6101,2050.875,2063.76,2098.6799,378414,-9.15%,413,2130.0,459,1850.0,1.98%,0.10%,True
08/11/22,CHTR,08-12-2022,466.23,461.49,466.19,473.84,922260,-9.96%,325,620.0,1117,280.0,0.76%,-0.01%,True
08/11/22,COIN,08-12-2022,97.25,82.31,84,98.7,23247255,-0.83%,5891,100.0,10583,60.0,-10.77%,-13.62%,False
08/11/22,COST,08-12-2022,543.24,531.81,532.2,543.49,2340166,49.39%,1067,550.0,650,525.0,-1.41%,-2.03%,True
08/11/22,CPRT,08-19-2022,129.3,128.02,128.51,130.72,1003040,13.21%,759,130.0,507,115.0,-0.19%,-0.61%,True
08/11/22,CRWD,08-12-2022,204,196.0733,198.06,205.73,2913326,2.88%,889,200.0,672,185.0,-1.36%,-2.91%,True
08/11/22,CSCO,08-12-2022,46.11,45.77,45.9,46.425,15849321,14.43%,3731,45.5,4081,45.5,-0.26%,-0.46%,False
08/11/22,CUBE,08-19-2022,49.79,49.315,49.47,50.06,1266655,-4.25%,1721,50.0,164,50.0,-0.04%,-0.64%,False
08/11/22,DOCS,08-19-2022,40,38.61,38.69,41.8,2710354,-16.57%,6433,45.0,4601,40.0,-3.13%,-3.28%,False
08/11/22,DOCU,08-12-2022,77.15,71.87,72.34,77.19,3026729,18.89%,1489,75.0,2270,59.0,-4.05%,-6.23%,True
08/11/22,DWAC,08-12-2022,30.17,30,30.32,30.5999,366961,-38.45%,780,40.0,1363,10.0,0.17%,0.50%,True
08/11/22,EBAY,08-12-2022,48.87,48.13,48.57,49.52,4582022,-20.91%,1639,49.0,645,46.5,0.14%,-0.61%,True
08/11/22,FAST,08-19-2022,54.48,54.3,54.56,55.12,2852956,37.60%,1214,55.0,1065,47.5,0.24%,0.15%,True
08/11/22,FOX,08-19-2022,32.69,32.69,33.66,33.75,1615267,171.94%,105,35.0,209,30.0,3.99%,2.97%,True
08/11/22,FTCH,08-19-2022,9.97,9.81,9.9,11.14,14036433,99.36%,12784,10.0,4171,7.0,1.96%,-0.70%,False
08/11/22,GDX,08-12-2022,27.28,26.57,26.62,27.39,18682216,-6.24%,4569,28.0,2845,26.0,-1.88%,-2.42%,True
08/11/22,GILD,08-12-2022,62.78,62.37,62.45,63.41,5216551,-10.75%,2017,64.0,1496,50.0,-1.09%,-0.53%,True
08/11/22,GLOB,08-19-2022,238.17,223.69,225.27,238.905,319828,-9.49%,258,220.0,402,155.0,-5.04%,-5.42%,False
08/11/22,GOOG,08-12-2022,122.08,119.55,119.82,122.3402,16671627,6.42%,12320,120.0,5689,118.0,-0.69%,-1.85%,True
08/11/22,GOOGL,08-12-2022,121.28,118.56,118.84,121.49,24293654,22.83%,9160,120.0,3803,115.0,-0.72%,-2.01%,True
08/11/22,GOOS,08-12-2022,23.97,21.64,22.07,24.34,3649574,325.17%,4354,23.0,507,18.0,1.80%,-7.93%,True
08/11/22,HD,08-12-2022,313.84,309.58,310.69,314.62,2444200,0.33%,1642,320.0,1374,240.0,-0.29%,-1.00%,True
08/11/22,INCY,08-19-2022,73.8,73.34,73.76,74.49,1235410,-1.15%,485,80.0,575,75.0,-0.50%,-0.05%,False
08/11/22,INMD,08-19-2022,38.4,35.85,36.04,38.6521,1914227,9.64%,7892,40.0,3099,25.0,-4.66%,-6.15%,True
08/11/22,INTC,08-12-2022,35.64,35.485,35.59,36.29,35569724,-12.88%,24685,39.0,8231,35.0,0.62%,-0.14%,True
08/11/22,ISRG,08-12-2022,238.38,235.23,236.02,242.56,1625052,7.97%,672,300.0,1408,225.0,-0.77%,-0.99%,True
08/11/22,JD,08-12-2022,56.49,56.26,56.94,58.485,9374454,37.91%,3189,59.0,3019,52.0,2.59%,0.80%,True
08/11/22,LCID,08-12-2022,18.39,18.02,18.09,18.92,19662452,-6.93%,5572,19.0,4675,16.0,-0.71%,-1.63%,True
08/11/22,LOW,08-12-2022,200.1,200.07,202.18,204.289,3337506,15.15%,521,190.0,2090,155.0,0.37%,1.04%,False
08/11/22,LSPD,08-19-2022,24.77,23.49,23.6,25.34,1165833,-11.69%,2155,25.0,558,12.5,-2.24%,-4.72%,True
08/11/22,LULU,08-12-2022,325.84,314.56,316.98,329.1,915867,18.61%,333,340.0,218,225.0,-0.71%,-2.72%,True
08/11/22,MDLZ,08-12-2022,64.81,64.13,64.29,65.1,3636419,-11.21%,1708,65.0,365,63.0,-0.28%,-0.80%,True
08/11/22,MELI,08-12-2022,1076.88,1021.03,1032.47,1090.6036,486647,-37.39%,374,1600.0,219,865.0,-2.98%,-4.12%,False
08/11/22,MP,08-19-2022,39.06,37.68,37.81,39.69,2328938,0.36%,4507,35.0,4552,30.0,-1.84%,-3.20%,False
08/11/22,MRK,08-12-2022,87.81,87.36,88.93,89.8165,7396827,-4.98%,798,90.0,1637,89.0,-0.29%,1.28%,False
08/11/22,MRNA,08-12-2022,174.435,171.06,171.81,179.85,3340457,-39.68%,3229,200.0,819,170.0,-1.41%,-1.50%,True
08/11/22,MRO,08-12-2022,22.92,22.75,23.91,24.01,18516726,38.08%,2193,26.0,1424,17.5,7.03%,4.32%,True
08/11/22,MRVL,08-12-2022,55.8,53.58,53.71,56.64,8965041,-12.89%,2325,63.0,1020,49.0,-2.33%,-3.75%,True
08/11/22,MSFT,08-12-2022,290.85,286.51,287.02,291.21,20065938,12.15%,7288,285.0,5254,280.0,-0.74%,-1.32%,False
08/11/22,MU,08-12-2022,62,62,62.32,64.1009,18298541,27.24%,3765,70.0,3822,61.0,1.50%,0.52%,True
08/11/22,NFLX,08-12-2022,244.68,241.51,242.7,251.62,8780062,35.03%,5057,250.0,3183,200.0,-0.58%,-0.81%,True
08/11/22,NTES,08-12-2022,91.45,90.83,91.52,93.27,946218,-20.75%,192,85.0,812,80.0,1.89%,0.08%,False
08/11/22,NVDA,08-12-2022,181.31,178.76,179.42,187.07,50932655,2.94%,19359,200.0,12499,160.0,-0.86%,-1.04%,True
08/11/22,OKTA,08-12-2022,107.13,101.885,102.49,109.345,1688528,-0.76%,657,140.0,235,91.0,-3.03%,-4.33%,False
08/11/22,ORLY,08-19-2022,722.78,714.34,719.41,725,408541,1.08%,439,790.0,801,630.0,-0.06%,-0.47%,True
08/11/22,OXY,08-12-2022,64.2,64.16,65.69,66.16,21762333,4.23%,4590,68.0,11620,50.0,4.50%,2.32%,True
08/11/22,PDD,08-12-2022,48.44,48.44,49.62,52.29,8983446,39.38%,2698,48.0,2373,48.0,4.99%,2.44%,False
08/11/22,PTON,08-12-2022,12.24,11.73,11.91,13.565,16592958,61.70%,4321,13.0,5535,10.5,-0.08%,-2.70%,True
08/11/22,PYPL,08-12-2022,101.12,98.55,99.11,101.95,16441158,-14.87%,3751,100.0,4269,90.0,0.20%,-1.99%,False
08/11/22,QCOM,08-12-2022,148.31,147.02,147.83,151.64,6243214,16.97%,4775,150.0,1822,130.0,0.57%,-0.32%,True
08/11/22,RBLX,08-12-2022,49,48.6,49.56,53.88,51720002,111.74%,6729,60.0,7025,40.0,3.23%,1.14%,True
08/11/22,REGN,08-19-2022,638.63,622.3688,623.9,643.98,468887,-23.42%,660,760.0,1131,340.0,-2.74%,-2.31%,True
08/11/22,ROST,08-12-2022,87.22,87.14,88.15,89.66,2517551,53.39%,104,85.0,890,65.0,2.29%,1.07%,False
08/11/22,RRC,08-12-2022,33.49,33.3,33.99,34.59,6364262,122.86%,314,34.0,931,14.0,3.94%,1.49%,True
08/11/22,SE,08-12-2022,89.45,87.96,88.58,93.7,6766315,60.55%,2127,82.0,3958,76.0,1.49%,-0.97%,False
08/11/22,SGEN,08-19-2022,175.48,172.43,174.04,178.15,649062,1.74%,2422,200.0,4094,150.0,-0.92%,-0.82%,True
08/11/22,SHOP,08-12-2022,42.82,39.66,40.42,45.43,55567198,91.81%,5700,45.0,3231,40.0,-0.47%,-5.60%,True
08/11/22,SIRI,08-12-2022,6.73,6.7,6.73,6.85,10784105,-14.10%,164,7.0,546,6.0,-0.15%,0.00%,True
08/11/22,SMH,08-12-2022,240.35,238.12,238.63,244.99,4394452,25.67%,1374,245.0,6866,220.0,-0.02%,-0.72%,True
08/11/22,SNAP,08-12-2022,10.84,10.82,11.11,11.8,67195966,67.15%,14043,11.0,16700,8.5,5.11%,2.49%,True
08/11/22,SNPS,08-19-2022,380.08,373.6,377.01,380.89,910202,19.83%,995,360.0,380,330.0,0.35%,-0.81%,False
08/11/22,SPLK,08-12-2022,116.06,110.53,111.38,116.13,1583954,88.63%,1181,150.0,236,60.0,-3.15%,-4.03%,False
08/11/22,SQ,08-12-2022,90.87,85.36,85.99,92.1,15075909,-18.03%,3013,100.0,2612,48.0,-3.21%,-5.37%,False
08/11/22,SWKS,08-12-2022,111.81,110.06,110.25,113.64,1203914,-46.16%,246,115.0,433,105.0,-0.68%,-1.40%,True
08/11/22,TDG,08-19-2022,673.73,657.23,661.5,675.71,296688,43.57%,208,630.0,1322,600.0,-0.68%,-1.82%,False
08/11/22,TEAM,08-12-2022,291.53,273.96,275.8,292.24,2440985,-18.73%,438,270.0,511,285.0,-3.63%,-5.40%,True
08/11/22,TGT,08-12-2022,171.07,168.88,169.6,172.9999,4278832,54.57%,2881,175.0,1861,165.0,-0.04%,-0.86%,True
08/11/22,TJX,08-12-2022,63.92,63.77,64.41,65.28,4339976,19.84%,450,65.0,190,59.0,2.19%,0.77%,True
08/11/22,TSLA,08-12-2022,889.54,857.5,859.89,894.71,23385015,-10.06%,16179,1000.0,12599,800.0,-2.62%,-3.33%,False
08/11/22,TSM,08-12-2022,89.96,89.31,89.52,91,11158789,-6.39%,2951,90.0,3586,75.0,0.96%,-0.49%,True
08/11/22,TSN,08-19-2022,79.78,79.65,80.69,81.765,2149394,-23.91%,2297,82.5,6802,80.0,1.68%,1.14%,True
08/11/22,TWTR,08-12-2022,44.37,43.635,43.94,44.63,7254851,-18.76%,12412,45.0,8922,39.0,-1.10%,-0.97%,True
08/11/22,U,08-12-2022,55.5,52.8,54.25,58.4,10704739,-13.69%,5830,50.0,3954,42.0,-2.38%,-2.25%,False
08/11/22,URI,08-12-2022,330.93,329.505,332.22,334.16,560729,22.54%,814,420.0,552,185.0,1.30%,0.39%,True
08/11/22,VRTX,08-12-2022,295.39,289.78,292.16,297.7567,1160167,-23.58%,318,305.0,264,295.0,-1.22%,-1.09%,False
08/11/22,WDAY,08-12-2022,172.3,165.1302,166.08,172.72,2465971,27.56%,337,215.0,614,85.0,-3.06%,-3.61%,False
08/11/22,WMT,08-12-2022,129.7,128.6,129.82,130.37,7951494,-7.17%,7527,130.0,2745,120.0,0.53%,0.09%,True
08/11/22,WSM,08-19-2022,158.84,153.58,155.74,161.43,1296477,58.46%,1020,150.0,1283,80.0,0.80%,-1.95%,True
08/11/22,XBI,08-12-2022,93.79,90.14,90.78,95.175,12314822,-7.30%,2466,95.0,7472,87.0,-3.17%,-3.21%,True
08/11/22,XEL,08-19-2022,75.27,74.5,74.61,75.83,1930833,-10.01%,1101,70.0,451,70.0,-0.67%,-0.88%,False
08/11/22,XME,08-12-2022,51.64,51.395,51.45,52.7,3557462,38.64%,212,52.0,4008,46.0,0.82%,-0.37%,True
08/11/22,XOM,08-12-2022,91.84,91.4391,93.19,94.3,18797867,5.55%,3837,93.0,2469,90.0,1.90%,1.47%,False
08/11/22,XOM,08-12-2022,91.84,91.4391,93.19,94.3,18797867,5.55%,3837,93.0,2469,90.0,1.90%,1.47%,False
08/11/22,ZM,08-12-2022,114,107.24,108.06,114.99,4067818,43.41%,868,120.0,894,110.0,-3.53%,-5.21%,False
08/11/22,AA,08-12-2022,54.27,53.12,53.27,55.63,4924474,20.59%,833,50.0,1596,45.0,0.60%,-1.84%,False
08/11/22,AAP,08-19-2022,196.79,196.06,197.42,197.97,374749,-7.70%,185,210.0,563,100.0,1.40%,0.32%,True
08/11/22,AAPL,08-12-2022,170.06,168.19,168.49,170.99,57149159,3.01%,41220,172.5,34095,165.0,-0.44%,-0.92%,True
08/11/22,ACM,08-19-2022,74.93,74.73,74.95,75.69,532941,-29.66%,1045,72.5,535,70.0,0.31%,0.03%,False
08/11/22,ADBE,08-12-2022,445.26,434.4,434.89,445.61,1756701,-14.87%,490,460.0,996,370.0,-0.80%,-2.33%,True
08/11/22,ADI,08-12-2022,176.16,174.23,174.55,178.28,2710043,12.27%,342,235.0,227,170.0,-0.30%,-0.91%,True
08/11/22,ADP,08-12-2022,252.65,249.98,250.23,253.33,1577425,49.51%,151,250.0,252,222.5,-0.89%,-0.96%,False
08/11/22,ADSK,08-12-2022,228.34,226.33,227.26,232.28,1042773,0.27%,349,265.0,610,145.0,0.42%,-0.47%,True
08/11/22,ALGN,08-12-2022,291.9,286.23,287.38,297.92,391942,-35.14%,121,300.0,76,250.0,-0.15%,-1.55%,True
08/11/22,AMAT,08-12-2022,105.79,104.99,105.53,108.91,5555622,-5.49%,643,115.0,929,95.0,0.46%,-0.25%,False
08/11/22,AMD,08-12-2022,99.93,98,98.12,102.37,77516860,-11.98%,14023,105.0,8704,95.0,-0.94%,-1.81%,False
08/11/22,AMGN,08-12-2022,252.04,247.99,248.35,253.36,2686875,26.14%,1838,270.0,2233,232.5,-1.48%,-1.46%,True
08/11/22,AMZN,08-12-2022,143.86,139.76,140.64,144.49,44867336,-7.79%,19914,145.0,10250,130.0,-1.44%,-2.24%,True
08/11/22,APPS,08-12-2022,23.73,22.6391,22.91,24.32,2810769,-4.49%,1738,25.0,13507,14.5,-1.80%,-3.46%,True
08/11/22,ARKK,08-12-2022,52.24,49.69,49.92,53.86,35137308,67.87%,5546,52.0,6008,50.5,-3.20%,-4.44%,False
08/11/22,ASML,08-12-2022,565.74,561.12,562.41,574.355,833321,12.42%,1720,810.0,175,475.0,-0.64%,-0.59%,True
08/11/22,AVGO,08-12-2022,553.95,544.25,545.43,557.765,1427035,-3.20%,668,740.0,236,527.5,-0.90%,-1.54%,True
08/11/22,AXON,08-19-2022,126.49,123.31,124.1,127.4,348486,10.31%,595,105.0,712,45.0,-1.56%,-1.89%,True
08/11/22,BA,08-12-2022,170.5,167.05,167.88,171.7599,4996809,-14.72%,6227,175.0,2522,155.0,-0.67%,-1.54%,True
08/11/22,BABA,08-12-2022,94.49,93.63,94.87,97.71,17521225,-15.09%,12732,100.0,4500,80.0,2.64%,0.40%,False
08/11/22,BIDU,08-12-2022,140,138.25,139.38,143.77,1374638,1.08%,1001,150.0,2935,140.0,1.19%,-0.44%,False
08/11/22,BIIB,08-12-2022,221.22,216.9201,218.22,222.82,653058,-10.19%,350,222.5,206,202.5,-1.28%,-1.36%,True
08/11/22,BILI,08-12-2022,25.17,24.87,25.21,26.46,4019026,48.81%,1126,24.5,801,23.0,3.87%,0.16%,False
08/11/22,BKNG,08-12-2022,2061.6101,2050.875,2063.76,2098.6799,378414,-9.15%,413,2130.0,459,1850.0,1.98%,0.10%,True
08/11/22,CHTR,08-12-2022,466.23,461.49,466.19,473.84,922260,-9.96%,325,620.0,1117,280.0,0.76%,-0.01%,True
08/11/22,COIN,08-12-2022,97.25,82.31,84,98.7,23247255,-0.83%,5891,100.0,10583,60.0,-10.77%,-13.62%,False
08/11/22,COST,08-12-2022,543.24,531.81,532.2,543.49,2340166,49.39%,1067,550.0,650,525.0,-1.41%,-2.03%,True
08/11/22,CPRT,08-19-2022,129.3,128.02,128.51,130.72,1003040,13.21%,759,130.0,507,115.0,-0.19%,-0.61%,True
08/11/22,CRWD,08-12-2022,204,196.0733,198.06,205.73,2913326,2.88%,889,200.0,672,185.0,-1.36%,-2.91%,True
08/11/22,CSCO,08-12-2022,46.11,45.77,45.9,46.425,15849321,14.43%,3731,45.5,4081,45.5,-0.26%,-0.46%,False
08/11/22,CUBE,08-19-2022,49.79,49.315,49.47,50.06,1266655,-4.25%,1721,50.0,164,50.0,-0.04%,-0.64%,False
08/11/22,DOCS,08-19-2022,40,38.61,38.69,41.8,2710354,-16.57%,6433,45.0,4601,40.0,-3.13%,-3.28%,False
08/11/22,DOCU,08-12-2022,77.15,71.87,72.34,77.19,3026729,18.89%,1489,75.0,2270,59.0,-4.05%,-6.23%,True
08/11/22,DWAC,08-12-2022,30.17,30,30.32,30.5999,366961,-38.45%,780,40.0,1363,10.0,0.17%,0.50%,True
08/11/22,EBAY,08-12-2022,48.87,48.13,48.57,49.52,4582022,-20.91%,1639,49.0,645,46.5,0.14%,-0.61%,True
08/11/22,FAST,08-19-2022,54.48,54.3,54.56,55.12,2852956,37.60%,1214,55.0,1065,47.5,0.24%,0.15%,True
08/11/22,FOX,08-19-2022,32.69,32.69,33.66,33.75,1615267,171.94%,105,35.0,209,30.0,3.99%,2.97%,True
